ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG	COGID	COGIDS	ALIGNMENT
2543	Va	ser hondo	to'kó-	to'kó-	t o ʔ k ó/o		309	241	3377	t o ʔ k ó/o
2544	TA	ser hondo	ro'kó	ro'kó	r o ʔ k ó/o		309	241	3377	r o ʔ k ó/o
2545	TR	ser hondo	oko-	oko-	o k o		309	241	3377	- o - k o
2546	Proto	serpiente	*ko	*ko	k o		88	365	3383	k o - -
2547	TEP	serpiente	kó'o-i	kó'o-i	k ó/o ʔ o + i		88	365	3383 3385	k ó/o ʔ o + i
2548	O	serpiente	ko	ko	k o		88	365	3383	k o - -
2549	En	serpiente	ba-kó-c	ba-kó-c	b a + k ó/o + c		88	365	3382 3383 3384	b a - + k ó/o - - + c
2550	Y	serpiente	baá-ko-t	baá-ko-t	b a á/a + k o + t		88	365	3382 3383 3384	b a á/a + k o - - + t
2551	MA	serpiente	baá-ko-t	baá-ko-t	b a á/a + k o + t		88	365	3382 3383 3384	b a á/a + k o - - + t
2552	TR	serpiente	koó-t.	koó-t.	k o ó/o + t		88	365	3383 3384	k o - ó/o + t
2553	Proto	sol	*ta	*ta	t a		267	194	3398	t a - - -
2554	TEP	sol	tásai	tásai	t á/a s ai		267	194	3398	t á/a - s ai
2555	O	sol	ta-t	ta-t	t a + t		267	194	3398 3399	t a - - - + t
2556	En	sol	táwi	táwi	t á/a w i		267	194	3398	t á/a - w i
2557	Y	sol	taá'a	taá'a	t a á/a ʔ a		267	194	3398	t a á/a ʔ a
2558	MA	sol	taá'a	taá'a	t a á/a ʔ a		267	194	3398	t a á/a ʔ a
2559	Vb	sol	tahá	tahá	t a h á/a		267	194	3398	t a - h á/a
2560	Va	sol	ta-hénari	ta-hénari	t a + h é/e n a r i		267	194	3398 3401	t a - - - + h é/e n a r i
2561	TA	sol	ra-yénari	ra-yénari	r a + y/j é/e n a r i		267	194	3400 3401	r a + y/j é/e n a r i
2562	TR	sol	tasa-lít.	tasa-lít.	t a s a + l í/i t		267	194	3398 3402	t a - s a + l í/i t
2563	Proto	soltarse	*pota	*pota	p o t a		215	134	3413	p o - t a
2564	Y	soltarse	bú-ta	bú-ta	b ú/u + t a		215	134	3413 3414	b ú/u - - - + t - a
2565	MA	soltarse	bút-tia	bút-tia	b ú/u t + t i/j a		215	134	3413 3414	b ú/u - t - + t i/j a
2566	Va	soltarse	po'tá-	po'tá-	p o ʔ t á/a		215	134	3413	p o ʔ t á/a
2567	TA	soltarse	botá	botá	b o t á/a		215	134	3413	b o - t á/a
2568	TA	soltarse	bo'tá.	bo'tá.	b o ʔ t á/a		215	134	3413	b o ʔ t á/a
2569	Proto	sombra	*hɨka	*hɨka	h ɨ k a		58	332	3422	h ɨ - k a
2570	TEP	sombra	'ɨɨká-gɨ	'ɨɨká-gɨ	ʔ ɨɨ/ɨː k á/a + g ɨ		58	332	3422 3423	ʔ ɨɨ/ɨː - k á/a + g ɨ
2571	O	sombra	heka	heka	h e k a		58	332	3422	h e - k a
2572	En	sombra	heká-	heká-	h e k á/a		58	332	3422	h e - k á/a
2573	Y	sombra	hékka	hékka	h é/e kk/kː a		58	332	3422	h é/e - kk/kː a
2574	MA	sombra	hékka	hékka	h é/e kk/kː a		58	332	3422	h é/e - kk/kː a
2575	Va	sombra	hehka-	hehka-	h e h k a		58	332	3422	h e h k a
2576	TA	sombra	ká.	ká.	k á/a		58	332	3422	- - - k á/a
2577	Proto	soplar	*puca	*puca	p u c a		219	138	3432	p u c a
2578	TEP	soplar	vúsitai	vúsitai	v ú/u s i t ai		219	138	3434	v ú/u s i t ai
2579	O	soplar	puca	puca	p u c a		219	138	3432	p u c a
2580	En	soplar	-púca-	-púca-	p ú/u c a		219	138	3432	p ú/u c a
2581	Y	soplar	púh-ta	púh-ta	p ú/u h + t a		219	138	3432 3433	p ú/u h - + t - a
2582	MA	soplar	púh-tia-	púh-tia-	p ú/u h + t i/j a		219	138	3432 3433	p ú/u h - + t i/j a
2583	Va	soplar	ih-púca-	ih-púca-	i h + p ú/u c a		219	138	3435 3432	i h + p ú/u c a
2584	TA	soplar	púca.	púca.	p ú/u c a		219	138	3432	p ú/u c a
2585	Proto	subir	*hamu	*hamu	h a m u		52	326	3444	h a - - m u
2586	En	subir	hámu-	hámu-	h á/a m u		52	326	3444	h á/a - - m u
2587	Y	subir	há'amu	há'amu	h á/a ʔ a m u		52	326	3444	h á/a ʔ a m u
2588	MA	subir	há'amu	há'amu	h á/a ʔ a m u		52	326	3444	h á/a ʔ a m u
2589	Va	subir	mo-héna	mo-héna	m o + h é/e n a		52	326	3445 3444	m o - + h é/e - - n a
2590	TA	subir	mo-.	mo-.	m o +		52	326	3445	m o +
2591	Proto	suegra	wasi	wasi	w a s i		328bis	264	3452	w a s i
2592	Vb	suegra	wasí.	wasí.	w a s í/i		328bis	264	3452	w a s í/i
2593	Va	suegra	wasí.	wasí.	w a s í/i		328bis	264	3452	w a s í/i
2594	TA	suegra	wasí.	wasí.	w a s í/i		328bis	264	3452	w a s í/i
2595	Proto	suegro	*wasɨ	*wasɨ	w a s ɨ		328	263	3457	w a s - ɨ
2596	O	suegro	gwase	gwase	gʷ a s e		328	263	3457	gʷ a s - e
2597	En	suegro	gwáse-wa	gwáse-wa	gʷ á/a s e + w a		328	263	3457 3458	gʷ á/a s - e + w a
2598	Y	suegro	asé'e-bwa.	asé'e-bwa.	a s é/e e + bw/bʷ a		328	263	3457 3459	- a s é/e e + bw/bʷ a
2599	MA	suegro	asé'e-bwa.	asé'e-bwa.	a s é/e e + bw/bʷ a		328	263	3457 3459	- a s é/e e + bw/bʷ a
2600	Proto	tabaco	*pipa	*pipa	p i p a		199	115	3466	p i - - p a
2601	TEP	tabaco	vívai	vívai	v í/i v ai		199	115	3466	v í/i - - v ai
2602	O	tabaco	vih	vih	v i h		199	115	3466	v i h - - -
2603	En	tabaco	víva-	víva-	v í/i v a		199	115	3466	v í/i - - v a
2604	Y	tabaco	biíba-	biíba-	b i í/i b a		199	115	3466	b i - í/i b a
2605	MA	tabaco	biíba-	biíba-	b i í/i b a		199	115	3466	b i - í/i b a
2606	Vb	tabaco	pihpá	pihpá	p i h p á/a		199	115	3466	p i h - p á/a
2607	Va	tabaco	wipá	wipá	w i p á/a		199	115	3466	w i - - p á/a
2608	TA	tabaco	wipá	wipá	w i p á/a		199	115	3466	w i - - p á/a
2609	TR	tabaco	wihá-t	wihá-t	w i h á/a + t		199	115	3466 3467	w i h - - á/a + t
2610	TR	tabaco	wia-.	wia-.	w i/j a +		199	115	3468	w i/j a +
2611	Proto	tender	*tika	*tika	t i k a		287	216	3479	t i - k a -
2612	Proto	tender	tik-i	tik-i	t i k + i		287	216	3479 3480	t i - k - - + i
2613	P	tender	cihk	cihk	c i h k		287	216	3479	c i h k - -
2614	PI	tender	tekka	tekka	t e kk/kː a		287	216	3479	t e - kk/kː a -
2615	O	tender	tekka-	tekka-	t e kk/kː a		287	216	3479	t e - kk/kː a -
2616	En	tender	téka-	téka-	t é/e k a		287	216	3479	t é/e - k a -
2617	MA	tender	teéka	teéka	t e é/e k a		287	216	3479	t e é/e k a -
2618	Va	tender	teká	teká	t e k á/a		287	216	3479	t e - k á/a -
2619	Va	tender	tegi-	tegi-	t e g i		287	216	3479	t e - g i -
2620	TA	tender	reká	reká	r e k á/a		287	216	3479	r e - k á/a -
2621	TA	tender	riki-.	riki-.	r i k i +		287	216	3479	r i - k i +
2622	Proto	tener dificultad, ser flojo	*'opɨ	*'opɨ	ʔ o p ɨ		20	117	3492	ʔ o - p ɨ
2623	O	tener dificultad, ser flojo	ove	ove	o v e		20	117	3492	- o - v e
2624	O	tener dificultad, ser flojo	owe	owe	o w e		20	117	3492	- o - w e
2625	En	tener dificultad, ser flojo	ób-	ób-	ó/o b		20	117	3492	- ó/o - b -
2626	Y	tener dificultad, ser flojo	'o'óbe	'o'óbe	o ó/o b e		20	117	3492	- o ó/o b e
2627	Y	tener dificultad, ser flojo	'oóbe	'oóbe	o ó/o b e		20	117	3492	- o ó/o b e
2628	MA	tener dificultad, ser flojo	oóbe.	oóbe.	o ó/o b e		20	117	3492	- o ó/o b e
2629	Proto	tener miedo	*mahawa	*mahawa	m a h a w a		132	40	3500	m a h a w a
2630	Y	tener miedo	máhhae	máhhae	m á/a hh/hː a e		132	40	3500	m á/a hh/hː a - e
2631	MA	tener miedo	máhwe	máhwe	m á/a h w e		132	40	3500	m á/a h - w e
2632	Vb	tener miedo	mahawá	mahawá	m a h a w á/a		132	40	3500	m a h a w á/a
2633	Va	tener miedo	maha-	maha-	m a h a		132	40	3500	m a h - - a
2634	TA	tener miedo	mahawá.	mahawá.	m a h a w á/a		132	40	3500	m a h a w á/a
2635	Proto	tener vergüenza	*tiwɨ	*tiwɨ	t i w ɨ		282	211	3507	t i - w ɨ
2636	O	tener vergüenza	tigwi-ci	tigwi-ci	t i gʷ i + c i		282	211	3507 3508	t i - gʷ i + c i
2637	En	tener vergüenza	tíwe-	tíwe-	t í/i w e		282	211	3507	t í/i - w e
2638	Y	tener vergüenza	tiíwe	tiíwe	t i í/i w e		282	211	3507	t i í/i w e
2639	MA	tener vergüenza	tiíwe	tiíwe	t i í/i w e		282	211	3507	t i í/i w e
2640	TA	tener vergüenza	riwí-i	riwí-i	r i w í/i + i		282	211	3507 3509	r i - w í/i + i
2641	Proto	teta	*pi	*pi	p i		191	106	3518	p i -
2642	TEP	teta	vi-pí	vi-pí	v i + p í/i		191	106	3516 3518	v i + p í/i -
2643	En	teta	ví-t	ví-t	v í/i + t		191	106	3516 3517	v í/i + t
2644	Y	teta	pí-pi-m	pí-pi-m	p í/i + p i + m		191	106	3518 3516 3519	p í/i - + p i + m - -
2645	MA	teta	pí-ppi-m	pí-ppi-m	p í/i + pp/pː i + m		191	106	3518 3516 3519	p í/i - + pp/pː i + m - -
2646	Va	teta	pi'-wá	pi'-wá	p i ʔ + w á/a		191	106	3518 3516	p i ʔ + w á/a
2647	TR	teta	wi-múr.	wi-múr.	w i + m ú/u r		191	106	3516 3519	w i + m ú/u r
2648	Proto	tierra	*kwiya	*kwiya	kʷ i y/j a		126	32	3532	kʷ i y/j a -
2649	TEP	tierra	bídai	bídai	b í/i d ai		126	32	3532	b í/i d ai -
2650	Y	tierra	bwía	bwía	bʷ í/i a		126	32	3532	bʷ í/i - a -
2651	MA	tierra	bwíya	bwíya	bʷ í/i y/j a		126	32	3532	bʷ í/i y/j a -
2652	Vb	tierra	we'ehé	we'ehé	w e e h é/e		126	32	3533	w e e h é/e
2653	Va	tierra	we'é	we'é	w e é/e		126	32	3533	w e - - é/e
2654	TA	tierra	weé	weé	w e é/e		126	32	3533	w e - - é/e
2655	TR	tierra	kwira-.	kwira-.	kʷ i r a +		126	32	3532	kʷ i r a +
2656	Proto	tierra de siembra	*wasa	*wasa	w a s a		327	262	3541	w a - s a
2657	PI	tierra de siembra	ga-ga	ga-ga	g a + g a		327	262	3541 3542	g a - - - + g a
2658	O	tierra de siembra	gwassa	gwassa	gʷ a ss/sː a		327	262	3541	gʷ a - ss/sː a
2659	En	tierra de siembra	gwása-	gwása-	gʷ á/a s a		327	262	3541	gʷ á/a - s a
2660	Y	tierra de siembra	waása	waása	w a á/a s a		327	262	3541	w a á/a s a
2661	MA	tierra de siembra	gwaása	gwaása	gʷ a á/a s a		327	262	3541	gʷ a á/a s a
2662	Va	tierra de siembra	wasá.	wasá.	w a s á/a		327	262	3541	w a - s á/a
2663	TA	tierra de siembra	wasá.	wasá.	w a s á/a		327	262	3541	w a - s á/a
2664	Proto	tigre	*tuci	*tuci	t u c i		319	252	3551	t u c i
2665	O	tigre	tuci	tuci	t u c i		319	252	3551	t u c i
2666	En	tigre	tucí	tucí	t u c í/i		319	252	3551	t u c í/i
2667	TA	tigre	ru'cí	ru'cí	r u c í/i		319	252	3551	r u c í/i
2668	Proto	tirarle	*pasa	*pasa	p a s a		190	105	3556	p a s a -
2669	Proto	tirarle	pas-i	pas-i	p a s + i		190	105	3556 3557	p a s - - + i
2670	O	tirarle	vassa	vassa	v a ss/sː a		190	105	3556	v a ss/sː a -
2671	En	tirarle	vása-	vása-	v á/a s a		190	105	3556	v á/a s a -
2672	Va	tirarle	pasí-	pasí-	p a s í/i		190	105	3556	p a s í/i -
2673	TA	tirarle	basá	basá	b a s á/a		190	105	3556	b a s á/a -
2674	TA	tirarle	basi-	basi-	b a s i		190	105	3556	b a s i -
2675	TR	tirarle	wasa-.	wasa-.	w a s a +		190	105	3556	w a s a +
2676	Proto	tocar música	*pona	*pona	p o n a		211	130	3566	p o - n a -
2677	Y	tocar música	poóna	poóna	p o ó/o n a		211	130	3566	p o ó/o n a -
2678	MA	tocar música	poóna	poóna	p o ó/o n a		211	130	3566	p o ó/o n a -
2679	TR	tocar música	hi-pona-.	hi-pona-.	h i + p o n a +		211	130	3567 3566	h i + p o - n a +
2680	Proto	topo	*tɨposi	*tɨposi	t ɨ p o s i		296	226	3572	t ɨ p o s i
2681	TEP	topo	tɨvo-ha-i	tɨvo-ha-i	t ɨ v o + h a + i		296	226	3572 3573 3574	t ɨ v o - - + h a + i
2682	O	topo	tewosi	tewosi	t e w o s i		296	226	3572	t e w o s i
2683	En	topo	tevósi	tevósi	t e v ó/o s i		296	226	3572	t e v ó/o s i
2684	Y	topo	tébos	tébos	t é/e b o s		296	226	3572	t é/e b o s -
2685	MA	topo	tébbos	tébbos	t é/e bb/bː o s		296	226	3572	t é/e bb/bː o s -
2686	Va	topo	te'pósi	te'pósi	t e p ó/o s i		296	226	3572	t e p ó/o s i
2687	TA	topo	repósi.	repósi.	r e p ó/o s i		296	226	3572	r e p ó/o s i
2688	Proto	tortuga	*muri	*muri	m u r i		159	69	3583	m u r i
2689	TEP	tortuga	muuhl	muuhl	m u u/u h l		159	69	3584	m u u/u h l
2690	O	tortuga	muri	muri	m u r i		159	69	3583	m u r i
2691	En	tortuga	murí	murí	m u r í/i		159	69	3583	m u r í/i
2692	Va	tortuga	murí.	murí.	m u r í/i		159	69	3583	m u r í/i
2693	TA	tortuga	murí.	murí.	m u r í/i		159	69	3583	m u r í/i
2694	Proto	toser	*tasa	*tasa	t a s a		278	206	3590	t a s a
2695	Proto	toser	tas-i	tas-i	t a s + i		278	206	3590 3594	t a s - + i
2696	O	toser	ta-ttasi-	ta-ttasi-	t a + tt/tː a s i		278	206	3591 3590	t a + tt/tː a s i
2697	En	toser	tása-	tása-	t á/a s a		278	206	3590	t á/a s a
2698	Y	toser	táse	táse	t á/a s e		278	206	3590	t á/a s e
2699	MA	toser	tásse	tásse	t á/a ss/sː e		278	206	3590	t á/a ss/sː e
2700	Vb	toser	tási-na	tási-na	t á/a s i + n a		278	206	3590 3593	t á/a s i + n a
2701	TA	toser	rosó-wa.	rosó-wa.	r o s ó/o + w a		278	206	3590 3592	r o s ó/o + w a
2702	Proto	tostar	*sakɨ	*sakɨ	s a k ɨ		229	150	3603	s a - k ɨ
2703	Proto	tostar	sak-i	sak-i	s a k + i		229	150	3603 3605	s a - k - + i
2704	TEP	tostar	háaki	háaki	h á/a a k i		229	150	3603	h á/a a k i
2705	En	tostar	sáke-	sáke-	s á/a k e		229	150	3603	s á/a - k e
2706	Y	tostar	sák-tusi	sák-tusi	s á/a k + t u s i		229	150	3603 3604	s á/a - k - + t u s i
2707	MA	tostar	saáke	saáke	s a á/a k e		229	150	3603	s a á/a k e
2708	Va	tostar	sagi-	sagi-	s a g i		229	150	3603	s a - g i
2709	TA	tostar	sakí.	sakí.	s a k í/i		229	150	3603	s a - k í/i
2710	Proto	tres	*pahi	*pahi	p a h i		184	98	3614	p a h i
2711	TEP	tres	vái-ka	vái-ka	v á/a i + k a		184	98	3614 3616	v á/a - i + k a -
2712	O	tres	vai-de	vai-de	v ai + d e		184	98	3614 3615	v ai - - + d e -
2713	En	tres	vei-dɨm	vei-dɨm	v ei + d ɨ m		184	98	3614 3615	v ei - - + d ɨ m
2714	Y	tres	báhi	báhi	b á/a h i		184	98	3614	b á/a h i
2715	MA	tres	báhi	báhi	b á/a h i		184	98	3614	b á/a h i
2716	Vb	tres	pai-ká	pai-ká	p ai + k á/a		184	98	3614 3616	p ai - - + k á/a -
2717	Va	tres	pai-ká	pai-ká	p ai + k á/a		184	98	3614 3616	p ai - - + k á/a -
2718	TA	tres	bai-kía	bai-kía	b ai + k í/i a		184	98	3614 3616	b ai - - + k í/i a
2719	TR	tres	vayí-r.	vayí-r.	v a y/j í/i + r		184	98	3614 3617	v a y/j í/i + r
2720	Proto	tripa	*siwa	*siwa	s i w a		246	170	3632	s i - w a
2721	TEP	tripa	hi-hí	hi-hí	h i + h í/i		246	170	3632 3635	h i - - - + h í/i
2722	O	tripa	sigwa-t	sigwa-t	s i gʷ a + t		246	170	3632 3634	s i - gʷ a + t
2723	En	tripa	sígwa-	sígwa-	s í/i gʷ a		246	170	3632	s í/i - gʷ a
2724	Y	tripa	sía	sía	s í/i a		246	170	3632	s í/i - - a
2725	MA	tripa	siígwa-m	siígwa-m	s i í/i gʷ a + m		246	170	3632 3633	s i í/i gʷ a + m
2726	Vb	tripa	siiwá	siiwá	s i i w á/a		246	170	3632	s i i w á/a
2727	Va	tripa	siwá.	siwá.	s i w á/a		246	170	3632	s i - w á/a
2728	TA	tripa	siwá.	siwá.	s i w á/a		246	170	3632	s i - w á/a
2729	Proto	tuna	*napo	*napo	n a p o		165	76	3645	n a - - p o -
2730	TEP	tuna	návoi	návoi	n á/a v oi		165	76	3645	n á/a v oi - - -
2731	O	tuna	nawuci	nawuci	n a w u c i		165	76	3645	n a w u c i -
2732	En	tuna	navúci	navúci	n a v ú/u c i		165	76	3645	n a v ú/u c i -
2733	Y	tuna	naábo	naábo	n a á/a b o		165	76	3645	n a - á/a b o -
2734	MA	tuna	naábo	naábo	n a á/a b o		165	76	3645	n a - á/a b o -
2735	Vb	tuna	nahpó	nahpó	n a h p ó/o		165	76	3645	n a h - p ó/o -
2736	Va	tuna	napó	napó	n a p ó/o		165	76	3645	n a - - p ó/o -
2737	TA	tuna	napó	napó	n a p ó/o		165	76	3645	n a - - p ó/o -
2738	TR	tuna	nakasít	nakasít	n a k a s í/i t		165	76	3645	n a k a s í/i t
2739	Proto	uno	*sɨ	*sɨ	s ɨ		248	172	3656	s ɨ -
2740	TEP	uno	hɨ-mado	hɨ-mado	h ɨ + m a d o		248	172	3656 3658	h ɨ - + m a d o
2741	En	uno	sé	sé	s é/e		248	172	3656	s é/e -
2742	Y	uno	seé-nu	seé-nu	s e é/e + n u		248	172	3656 3657	s e é/e + n u - -
2743	MA	uno	seé-nu	seé-nu	s e é/e + n u		248	172	3656 3657	s e é/e + n u - -
2744	Va	uno	se-nébi	se-nébi	s e + n é/e b i		248	172	3656 3657	s e - + n é/e b i
2745	TA	uno	see-nú	see-nú	s ee/eː + n ú/u		248	172	3656 3657	s ee/eː - + n ú/u - -
2746	TR	uno	se-me-.	se-me-.	s e + m e +		248	172	3656 3659	s e - + m e +
2747	Proto	uña	*sutu	*sutu	s u t u		265	191	3671	s u - - t u
2748	TEP	uña	húutu	húutu	h ú/u u t u		265	191	3671	h ú/u - u t u
2749	O	uña	sutu-	sutu-	s u t u		265	191	3671	s u - - t u
2750	En	uña	sútu-	sútu-	s ú/u t u		265	191	3671	s ú/u - - t u
2751	Y	uña	sútu	sútu	s ú/u t u		265	191	3671	s ú/u - - t u
2752	MA	uña	suútu	suútu	s u ú/u t u		265	191	3671	s u - ú/u t u
2753	Vb	uña	suhtú	suhtú	s u h t ú/u		265	191	3671	s u h - t ú/u
2754	Va	uña	suhtú	suhtú	s u h t ú/u		265	191	3671	s u h - t ú/u
2755	TA	uña	sutú	sutú	s u t ú/u		265	191	3671	s u - - t ú/u
2756	TR	uña	sutú-r	sutú-r	s u t ú/u + r		265	191	3671 3672	s u - - t ú/u + r
2757	Proto	venado	*maso	*maso	m a s o		140	49	3683	m a - s o -
2758	O	venado	maso-t	maso-t	m a s o + t		140	49	3683 3684	m a - s o - + t
2759	En	venado	máso-	máso-	m á/a s o		140	49	3683	m á/a - s o -
2760	Y	venado	maáso	maáso	m a á/a s o		140	49	3683	m a á/a s o -
2761	MA	venado	maáso	maáso	m a á/a s o		140	49	3683	m a á/a s o -
2762	Vb	venado	mahói.	mahói.	m a h ó/o i		140	49	3683	m a - h ó/o i
2763	Va	venado	mahói.	mahói.	m a h ó/o i		140	49	3683	m a - h ó/o i
2764	Proto	venado bura	*suha	*suha	s u h a		261	187	3694	s u h a
2765	P	venado bura	hua-wi	hua-wi	h u/w a + w i		261	187	3692 3693	h u/w a + w i
2766	PI	venado bura	hua	hua	h u/w a		261	187	3692	h u/w a
2767	O	venado bura	sua	sua	s u/w a		261	187	3692	s u/w a
2768	TA	venado bura	sohá-wi	sohá-wi	s o h á/a + w i		261	187	3694 3692	s o h á/a + - w i
2769	TA	venado bura	suhá-t	suhá-t	s u h á/a + t		261	187	3694 3695	s u h á/a + t
2770	TA	venado bura	suká-t.	suká-t.	s u k á/a + t		261	187	3694 3695	s u k á/a + t
2771	Proto	ver	*nɨ	*nɨ	n ɨ		174	87	3705	n ɨ - -
2772	TEP	ver	nɨidá	nɨidá	n ɨi d á/a		174	87	3705	n ɨi d á/a
2773	Va	ver	ne'né-	ne'né-	n e ʔ n é/e		174	87	3706	n e ʔ n é/e
2774	TA	ver	ne'né	ne'né	n e ʔ n é/e		174	87	3706	n e ʔ n é/e
2775	TR	ver	nyeré-.	nyeré-.	n y/j e r é/e +		174	87	3707	n y/j e r é/e +
2776	Proto	ver	*pica	*pica	p i c a		193	109	3704	p i - c a
2777	O	ver	vica	vica	v i c a		193	109	3704	v i - c a
2778	En	ver	vicá-	vicá-	v i c á/a		193	109	3704	v i - c á/a
2779	Y	ver	bíca	bíca	b í/i c a		193	109	3704	b í/i - c a
2780	MA	ver	bítca.	bítca.	b í/i t c a		193	109	3704	b í/i t c a
2781	Proto	verde, azul	*tɨyo	*tɨyo	t ɨ y/j o		305	237	3715	t ɨ - y/j - o
2782	TEP	verde, azul	tɨɨdo-gi	tɨɨdo-gi	t ɨ ɨ d o + g i		305	237	3715 3719	t ɨ ɨ d - o + g i -
2783	O	verde, azul	sido-i	sido-i	s i d o + i		305	237	3715 3716	s i - d - o + i
2784	En	verde, azul	síde-i	síde-i	s í/i d e + i		305	237	3715 3716	s í/i - d - e + i
2785	Y	verde, azul	sía-ri	sía-ri	s í/i a + r i		305	237	3715 3717	s í/i - - - a + r i
2786	MA	verde, azul	sía-ri	sía-ri	s í/i a + r i		305	237	3715 3717	s í/i - - - a + r i
2787	Vb	verde, azul	siyóo-nani	siyóo-nani	s i y/j ó/o o + n a n i		305	237	3715 3718	s i - y/j ó/o o + n - a n i
2788	Va	verde, azul	sió-na-	sió-na-	s i ó/o + n a		305	237	3715 3718	s i - - - ó/o + n - a - -
2789	TA	verde, azul	siyó-name	siyó-name	s i y/j ó/o + n a m e		305	237	3715 3718	s i - y/j - ó/o + n - a m e
2790	TR	verde, azul	nyoa-kár.	nyoa-kár.	n y/j o a + k á/a r		305	237	3718 3719	n y/j o - a + k á/a r
2791	Proto	verruga	*tɨcu	*tɨcu	t ɨ c u		285	214	3735	t ɨ - c - - u
2792	O	verruga	tecu	tecu	t e c u		285	214	3735	t e - c - - u
2793	En	verruga	tecú	tecú	t e c ú/u		285	214	3735	t e - c - - ú/u
2794	MA	verruga	tésu'u-kiam	tésu'u-kiam	t é/e s u ʔ u + k i/j a m		285	214	3735 3736	t é/e - s u ʔ u + k i/j a m
2795	Va	verruga	tehcí-wari.	tehcí-wari.	t e h c í/i + w a r i		285	214	3735 3737	t e h c - - í/i + w a r i
2796	Proto	viejo	*yo-ci	*yo-ci	y/j o + c i		358bis	299	3744 3743	y/j o + - - - - c i
2797	O	viejo	oce	oce	o c e		358bis	299	3743	- o - - c e
2798	En	viejo	docí	docí	d o c í/i		358bis	299	3743	d o - - c í/i
2799	Vb	viejo	ho'océ-duame	ho'océ-duame	h o ʔ o c é/e + d u/w a m e		358bis	299	3743 3746	h o ʔ o c é/e + d u/w a m e
2800	Va	viejo	ocí-rume.	ocí-rume.	o c í/i + r u m e		358bis	299	3743 3745	- o - - c í/i + r u m e
2801	Proto	viento	*hɨka	*hɨka	h ɨ k a		59	333	3753	h ɨ - - k a
2802	O	viento	heka	heka	h e k a		59	333	3753	h e - - k a
2803	En	viento	ba-héka	ba-héka	b a + h é/e k a		59	333	3752 3753	b a + h é/e - - k a
2804	Y	viento	heéka	heéka	h e é/e k a		59	333	3753	h e - é/e k a
2805	MA	viento	heéka	heéka	h e é/e k a		59	333	3753	h e - é/e k a
2806	Vb	viento	héeka	héeka	h é/e e k a		59	333	3753	h é/e - e k a
2807	Vb	viento	hehká	hehká	h e h k á/a		59	333	3753	h e h - k á/a
2808	Va	viento	ega-	ega-	e g a		59	333	3753	- e - - g a
2809	TA	viento	eká	eká	e k á/a		59	333	3753	- e - - k á/a
2810	TA	viento	iká.	iká.	i k á/a		59	333	3753	- i - - k á/a
2811	Proto	volar	*ni	*ni	n i		172	85	3764	n i - - - -
2812	O	volar	ne	ne	n e		172	85	3764	n e - - - -
2813	O	volar	ni-	ni-	n i		172	85	3764	n i - - - -
2814	Y	volar	né'e	né'e	n é/e ʔ e		172	85	3764	n é/e ʔ - - e
2815	MA	volar	né'eye	né'eye	n é/e ʔ e y/j e		172	85	3764	n é/e ʔ e y/j e
2816	Vb	volar	ni-	ni-	n i		172	85	3764	n i - - - -
2817	Va	volar	ni'í	ni'í	n i ʔ í/i		172	85	3764	n i ʔ - - í/i
2818	TA	volar	i'-ní.	i'-ní.	i ʔ + n í/i		172	85	3765 3764	i ʔ + n í/i - - - -
2819	Proto	vomitar	*yoa	*yoa	y/j o a		359	300	3774	y/j o - a
2820	O	vomitar	do-doa	do-doa	d o + d o a		359	300	3775 3774	d o + d o - a
2821	En	vomitar	dóda-	dóda-	d ó/o d a		359	300	3774	d ó/o d a
2822	Va	vomitar	yo'a-	yo'a-	y/j o ʔ a		359	300	3774	y/j o ʔ a
2823	TA	vomitar	o'ó	o'ó	o ó/o		359	300	3774	- o - ó/o
2824	TA	vomitar	o'á.	o'á.	o á/a		359	300	3774	- o - á/a
2825	Proto	víbora de cascabel	*saya	*saya	s a y/j a		235	157	3782	s a - y/j a
2826	O	víbora de cascabel	sada-ko	sada-ko	s a d a + k o		235	157	3782 3783	s a - d a + k o -
2827	Vb	víbora de cascabel	saya-wé	saya-wé	s a y/j a + w é/e		235	157	3782 3784	s a - y/j a + w é/e
2828	Va	víbora de cascabel	sa'ya-wé	sa'ya-wé	s a y/j a + w é/e		235	157	3782 3784	s a - y/j a + w é/e
2829	TA	víbora de cascabel	sayá-wi	sayá-wi	s a y/j á/a + w i		235	157	3782 3784	s a - y/j á/a + w i
2830	TR	víbora de cascabel	koót hanyá-kam.	koót_hanyá-kam.	k o ó/o t + h a n y/j á/a + k a m		235	157	3785 3782 3783	k o ó/o t + h a n y/j á/a + k a m
2831	Proto	yerno	*monɨ	*monɨ	m o n ɨ		148	57	3795	m o - - n ɨ
2832	O	yerno	mone	mone	m o n e		148	57	3795	m o - - n e
2833	En	yerno	món-gwa	món-gwa	m ó/o n + gʷ a		148	57	3795 3796	m ó/o - - n - + gʷ a
2834	Y	yerno	mó'one	mó'one	m ó/o ʔ o n e		148	57	3795	m ó/o ʔ o n e
2835	MA	yerno	mó'one	mó'one	m ó/o ʔ o n e		148	57	3795	m ó/o ʔ o n e
2836	Va	yerno	mo'né.	mo'né.	m o ʔ n é/e		148	57	3795	m o ʔ - n é/e
2837	TA	yerno	mo'né.	mo'né.	m o ʔ n é/e		148	57	3795	m o ʔ - n é/e
